job_position_name,skills,positions,responsibilities,responsibilities.1,skills_required,educationaL_requirements,experiencere_requirement,locations,matched_score
DevOps Engineer,"['C++', 'Python', '.Ney(VB, ASP)', 'CSS', 'Javascript', 'Visual Basic', 'Visual FoxPro', 'Analytical Process Improvement', 'Risk Assessment & Tracking', 'Data & Network Management', 'Scrum & Agile']","['Information Systems Assistant', 'IT Associate', 'Web Developer Intern']","Open-Source Technologies
CI/CD Culture & Tooling
Product Availability & Scalability
Automation (Build & Deploy)
Monitoring & Reliability
Infrastructure Innovation
Software Engineering Velocity
Infrastructure Resiliency
Security & Data Availability","Open-Source Technologies
CI/CD Culture & Tooling
Product Availability & Scalability
Automation (Build & Deploy)
Monitoring & Reliability
Infrastructure Innovation
Software Engineering Velocity
Infrastructure Resiliency
Security & Data Availability","Ansible
AWS Cloud
Cloud Platform
DevOps
Dockers and Kubernetes
Java
ReactJS
Terraform",Bachelor/Honors,At least 3 years,"['N/A', 'N/A', 'N/A']",0.85
"Executive/ Senior Executive- Trade Marketing, Hygiene Products","['Operations management', 'Change management', 'Inventory control', 'Policy/program development', 'Supervision and training', 'Sound judgment', 'Computersavvy', 'Calm under pressure', 'Complex problem solving', 'Motivational', 'Continuous Improvement', 'Out of the box thinking', 'Analytical and logical', 'Strong Leadership skills', 'Lean Manufacturing and Management', 'Six Sigma tools and methodologies', 'RCM', 'FMEA', 'DMAIC', 'PFD', 'Six Sigma Certified', 'Microsoft Office 2003-2011', 'Microsoft Visio, 2008-2010', 'Business Objects', 'SAP', 'Apple Lion', 'Pages', 'Keynote', 'Numbers', 'Microsoft Access 2010', 'Visual Studio 2008-2010', 'Microsoft Project', 'Netbeans', 'TextPad', 'SQL Server 2008', 'PowerSteering', 'Tango', 'HTML', 'Css', 'Java', 'Java Script', 'C++', 'VB.NET', 'ASP.NET', 'Web Design 1', 'Web Design 2', 'Algorithms', 'Software Engineering', 'VB.NET', 'ASP.NET', 'Apple', 'Budget Management', 'Business Objects', 'C++', 'Calculator', 'Coach', 'interpersonal skills', 'Continuous Improvement', 'Css', 'client', 'customer relations', 'customer service', 'documentation', 'Facilities Management', 'Financial Reporting', 'GUI', 'HTML', 'Human Resource Management', 'HR', 'Inventory', 'inventory levels', 'Inventory Control', 'Java', 'Java 1', 'Java 2', 'Java Script', 'Leadership skills', 'Lean Manufacturing', 'managing', 'manufacturing process', 'materials', 'Microsoft Access', 'Microsoft Office', 'Microsoft Project', 'Microsoft Visio', 'Works', 'personnel', 'policies', 'problem-solving skills', 'processes', 'project management', 'Purchasing', 'quality', 'maintain records', 're-engineering', 'repairs', 'reporting', 'safety', 'SAP', 'Six Sigma', 'Software Engineering', 'software training', 'SQL Server', 'supervision', 'supply chain', 'supply chain management', 'Tango', 'user support', 'Visual Studio', 'water treatment', 'Web Design 1', 'Web Design 2', 'websites']","['Corporate Process/Systems Engineering Manager', 'SDI Site Operations Manager', 'Operations Group Manager']","Trade Marketing Executive
Brand Visibility, Sales Targets
Field Marketing, Campaigns, Product Distribution
Brand Head
Excel, KPIs Tracking","Trade Marketing Executive
Brand Visibility, Sales Targets
Field Marketing, Campaigns, Product Distribution
Brand Head
Excel, KPIs Tracking","Brand Promotion
Campaign Management
Field Supervision
Merchandising
promotional activities
Trade Marketing",Master of Business Administration (MBA),At least 3 years,"['City, State', 'City, State', 'City, State']",0.85
Senior iOS Engineer,"['Data Analytics', 'Natural Language Processing', 'Production Engineering', 'Production Analytics', 'Tableau', 'Machine Learning', 'Python', 'NLTK']",['Assistant Analyst'],"iOS Lifecycle
Requirement Analysis
Native Frameworks
iOS Development
API Integration
Technical Communication
UI Design
Performance Optimization
Feature Collaboration
Bug Fixing
Code Translation
High-Performance Development
Task Management
Cross-Team Collaboration
Code Quality","iOS Lifecycle
Requirement Analysis
Native Frameworks
iOS Development
API Integration
Technical Communication
UI Design
Performance Optimization
Feature Collaboration
Bug Fixing
Code Translation
High-Performance Development
Task Management
Cross-Team Collaboration
Code Quality","iOS
iOS App Developer
iOS Application Development
iOS Development
Mobile apps Developer (iOS)
Native IOS
Swift (iOS)
Swift UI",Bachelor of Science (BSc) in Computer Science,At least 4 years,['N/A'],0.65
Executive/ Sr. Executive -IT,"['Python', 'Java', 'Julia', 'R', 'Matlab', 'Unix Shell Scripting (bash)', 'Linux', 'Mac OSX', 'Windows', 'LATEX', 'Weka']","['Research Intern', 'Research Assistant', 'Research Assistant', 'Directed Study', 'Research Assistant, DREU Program']","Hardware & Software Installation
System Monitoring
IT Support
Networking Expertise
Mail Server Administration
Security Management
Troubleshooting & Repair
Operations Support","Hardware & Software Installation
System Monitoring
IT Support
Networking Expertise
Mail Server Administration
Security Management
Troubleshooting & Repair
Operations Support",,Bachelor of Science (BSc) in Computer Science & Engineering,3 to 5 years,"[None, None, None, None, None]",0.85
"System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)","['Machine Learning Engineer', 'C++', 'Technical Documentation', 'Natural Language Processing', 'SQL', 'Tableau', 'Python', 'AWS', 'Azure', 'SAP', 'OracleDB', 'Heroku']",['Software Developer (ML)'],"Hardware & Network Installation
Troubleshooting & Diagnostics
User Training & Capacity Building
Hardware Replacement
Fault Repair & System Setup
Software License & Account Management
Backup Management
System Updates & Maintenance
Server & Storage Management
Documentation & Technical Specifications
Data Protection & Disaster Recovery
Storage & Database Planning
Power & Disk Backup
Incident Management & Escalation
Service Restoration
User Communication & Verification
Incident Classification & Resolution
Major Incident Escalation
Problem & Error Management
Task Assignment & Execution","Hardware & Network Installation
Troubleshooting & Diagnostics
User Training & Capacity Building
Hardware Replacement
Fault Repair & System Setup
Software License & Account Management
Backup Management
System Updates & Maintenance
Server & Storage Management
Documentation & Technical Specifications
Data Protection & Disaster Recovery
Storage & Database Planning
Power & Disk Backup
Incident Management & Escalation
Service Restoration
User Communication & Verification
Incident Classification & Resolution
Major Incident Escalation
Problem & Error Management
Task Assignment & Execution","Cisco
Linux
Operation & Maintenance of Server",Bachelor/Honors,4 to 5 years,['N/A'],0.75
AI Engineer,"['Data Analysis', 'Business Analysis', 'Statistical Analysis', 'Regression Analysis', 'Natural Language Processing', 'Machine Learning', 'Numerical Analysis']",['Statistical Analyst'],"Machine Learning Design
Data Analysis
Model Training
AI Integration
Innovation
Cross-Functional Collaboration
Model Deployment
Documentation
Analytical Skills
Communication
Team Collaboration","Machine Learning Design
Data Analysis
Model Training
AI Integration
Innovation
Cross-Functional Collaboration
Model Deployment
Documentation
Analytical Skills
Communication
Team Collaboration","Python
R or Java
TensorFlow
PyTorch
Scikit-learn.","Bachelors or Masters degree in Computer Science, Engineering, or a related field.",,['N/A'],0.816666667
Executive - VAT,"['Data Scientist', 'Machine Learning', 'Python', 'Big Data', 'SQL', 'PySpark', 'Scala', 'Hive', 'Scikit Learn', 'Pandas', 'Matplotlib', 'Natural Language Processing', 'Transformers', 'BERT']",['Developer'],"Mushak Forms Maintenance
VAT Software & MS Office Maintenance
VAT Ledger Management
VAT Challan Coordination
Liaison with VAT Office
VAT Documentation
Other Assigned Tasks","Mushak Forms Maintenance
VAT Software & MS Office Maintenance
VAT Ledger Management
VAT Challan Coordination
Liaison with VAT Office
VAT Documentation
Other Assigned Tasks",VAT and Tax,BBA in Accounting and Finance,1 to 3 years,['N/A'],0.623333333
Data Engineer,"['CPR & First Aid Certified', 'Proficient in Microsoft Word', 'Basic knowledge of Microsoft PowerPoint and Excel']","['Dining Room Attendant', 'Babysitter']","Data Platform Design
Data Pipeline Development
ETL Processes
SQL Query Optimization
Data Integration & Transformation
Data Modeling
Stakeholder Collaboration
Data Quality Monitoring
Continuous Learning","Data Platform Design
Data Pipeline Development
ETL Processes
SQL Query Optimization
Data Integration & Transformation
Data Modeling
Stakeholder Collaboration
Data Quality Monitoring
Continuous Learning","Azure
Big Data
Data Analytics
ETL Tools
Power BI
SQL",Bachelor of Science (BSc),5 to 8 years,"['Hammond, LA', 'Covington, LA']",0.716666667
AI Engineer,"['accounts receivable', 'AIA', 'bank reconciliation', 'billing', 'billings', 'budgets', 'daily cash receipts', 'cash flow', 'Consultant', 'Contracts', 'Controller', 'clients', 'financial', 'financial reports', 'financial statements', 'Forms', 'General Ledger', 'general ledger accounts', 'Government', 'insurance', 'meetings', 'excel', 'Microsoft office applications', 'office', 'PowerPoint', 'Pivot tables', 'presentations', 'Prime', 'progress', 'proposals', 'Express', 'reporting', 'spreadsheet', 'tax', 'Timberline']","['Project Accountant', 'Project Administrator Engineering', 'Project Administrator', 'Senior Staff Accountant']","Machine Learning Design
Data Analysis
Model Training
AI Integration
Innovation
Cross-Functional Collaboration
Model Deployment
Documentation
Analytical Skills
Communication
Team Collaboration","Machine Learning Design
Data Analysis
Model Training
AI Integration
Innovation
Cross-Functional Collaboration
Model Deployment
Documentation
Analytical Skills
Communication
Team Collaboration","Python
R or Java
TensorFlow
PyTorch
Scikit-learn.","Bachelors or Masters degree in Computer Science, Engineering, or a related field.",,"['City, State', 'City, State', 'City, State', 'City, State']",0.65
Management Trainee - Mechanical,"['Administrative support', 'AP', 'Critical thinking', 'Doors', 'Engineer', 'Senior Management', 'Forms', 'Functional', 'Leadership', 'Machinery', 'Navy', 'Oil', 'Organizational', 'Pearl', 'Personnel', 'Personnel management', 'Pick', 'Problem solving', 'Progress', 'Project management', 'Proposals', 'Quality assurance', 'Repairs', 'Reporting', 'Requirement', 'Switches', 'Time management', 'Troubles', 'Technical review', 'Blueprint understanding', 'Project support', 'Document control', 'Engineering operational functions', 'SharePoint', 'Manufacturing systems integration', 'Team management']","['Engineering Assistant', 'Electrical Superintendent', 'Engineering Assistant']","Management Trainee
Mechanical Systems
Maintenance & Troubleshooting
Performance Analysis
Project Support
Process Improvement
Training & Development
Administrative Support","Management Trainee
Mechanical Systems
Maintenance & Troubleshooting
Performance Analysis
Project Support
Process Improvement
Training & Development
Administrative Support","Computer skill
Good communication skills
Mechanical Engineering
Quick learner and hard working",Fresh graduates with a Bachelor’s degree in Mechanical Engineering or a related field.,,"['City, State', 'City, State', 'City, State']",0.783333333
Executive/ Sr. Executive -IT,"['Neural Networks', 'Python', 'Postgresql', 'Django', 'Microsoft Azure', 'Flask', 'Hive', 'Kafka', 'Business Analysis', 'Machine Learning', 'Deep Learning']",['Machine Learning Engineer'],"Hardware & Software Installation
System Monitoring
IT Support
Networking Expertise
Mail Server Administration
Security Management
Troubleshooting & Repair
Operations Support","Hardware & Software Installation
System Monitoring
IT Support
Networking Expertise
Mail Server Administration
Security Management
Troubleshooting & Repair
Operations Support",,Bachelor of Science (BSc) in Computer Science & Engineering,3 to 5 years,['N/A'],0.716666667
Head of Internal Control & Compliance (ICC) - SEVP/DMD,"['Lead Development', 'build teams', 'mentor', 'interface with customers and vendors', 'architect end to end', 'Develop products in consumer electronics', 'digital TV', 'industrial automation', 'control systems', 'C', 'C++', 'JAVA', 'JVM', 'Embedded Linux', 'LXC', 'Device Drivers', 'Socs', 'RTOS - OS9', 'VXWorks', 'DVB', 'MPEG', 'H.264', 'HLS', 'MP4', 'JSON', 'REST', 'SOAP', 'XML', 'SNMP', 'TR069', 'Microcontrollers', 'hardware', 'Matlab', 'Octave', 'Mathematical modeling', 'Integrating content protection systems', 'Agile Methodologies', 'Scrum', 'SDLC', 'project planning and management', 'leadership']","['Engineering Manager', 'Engineering Manager, Architect', 'Senior Software Engineer']","15+ Years Banking Experience
Audit/Inspection/ICC Leadership
Internal Audit & Compliance
Risk-Based Operational Reviews
System-Based Audit Expertise
Knowledge of Bangladeshi Laws","15+ Years Banking Experience
Audit/Inspection/ICC Leadership
Internal Audit & Compliance
Risk-Based Operational Reviews
System-Based Audit Expertise
Knowledge of Bangladeshi Laws","AUDIT AND INSPECTION
Banking
Internal Audit","Masters, Master of Business Administration (MBA), Master of Business Management (MBM)",At least 15 years,"['City , State', 'City , State', 'City , State']",0.55
"Full Stack Developer (Python,React js)","['Object-oriented programming', 'manual testing', 'technical report writing', 'Windows XP/Vista', 'Unix', 'Linux', 'Administration of Windows 2000 Server', 'MIPS Assembler', 'Unix Shell Scripts', 'C', 'Java', 'JVS', 'VBS', 'PL/SQL', 'ASP', 'Digital Logic', 'Verilog Hardware Language', 'installation and configuration of peripherals', 'troubleshooting hardware', 'embedded systems', 'robotics', 'MS Office Suite', 'MS Visio', 'MS Project', 'SQL Navigator', 'Remedy', 'Eclipse']","['Customer Service Representative', 'Academic Resource Advisor']","Full Stack Development
Front-end: ReactJS, NextJS
Backend: Python, Django
API Design
Server-Side Logic
DRF (Django REST Framework)
Database Management (PostgreSQL, MySQL)
Version Control (Git)
AWS (ECR, RDS, ECS, ALB, EC2, etc.)
Linux, Docker, CI/CD, GitLab
Terraform, Shell Scripting","Full Stack Development
Front-end: ReactJS, NextJS
Backend: Python, Django
API Design
Server-Side Logic
DRF (Django REST Framework)
Database Management (PostgreSQL, MySQL)
Version Control (Git)
AWS (ECR, RDS, ECS, ALB, EC2, etc.)
Linux, Docker, CI/CD, GitLab
Terraform, Shell Scripting",,Bachelor/Honors,3 to 7 years,"['Toronto', 'Toronto']",0.85
