candidate_name,resume,skills,experience,location,job_position_name,resume_id
"Full Stack Developer (Python,React js)","Full Stack Development
Front-end: ReactJS, NextJS
Backend: Python, Django
API Design
Server-Side Logic
DRF (Django REST Framework)
Database Management (PostgreSQL, MySQL)
Version Control (Git)
AWS (ECR, RDS, ECS, ALB, EC2, etc.)
Linux, Docker, CI/CD, GitLab
Terraform, Shell Scripting Full Stack Development
Front-end: ReactJS, NextJS
Backend: Python, Django
API Design
Server-Side Logic
DRF (Django REST Framework)
Database Management (PostgreSQL, MySQL)
Version Control (Git)
AWS (ECR, RDS, ECS, ALB, EC2, etc.)
Linux, Docker, CI/CD, GitLab
Terraform, Shell Scripting","['Object-oriented programming', 'manual testing', 'technical report writing', 'Windows XP/Vista', 'Unix', 'Linux', 'Administration of Windows 2000 Server', 'MIPS Assembler', 'Unix Shell Scripts', 'C', 'Java', 'JVS', 'VBS', 'PL/SQL', 'ASP', 'Digital Logic', 'Verilog Hardware Language', 'installation and configuration of peripherals', 'troubleshooting hardware', 'embedded systems', 'robotics', 'MS Office Suite', 'MS Visio', 'MS Project', 'SQL Navigator', 'Remedy', 'Eclipse']",3 to 7 years,"['Toronto', 'Toronto']","Full Stack Developer (Python,React js)",44
System Administrator (Operation & Maintenance of S,"Hardware & Network Installation
Troubleshooting & Diagnostics
User Training & Capacity Building
Hardware Replacement
Fault Repair & System Setup
Software License & Account Management
Backup Management
System Updates & Maintenance
Server & Storage Management
Documentation & Technical Specifications
Data Protection & Disaster Recovery
Storage & Database Planning
Power & Disk Backup
Incident Management & Escalation
Service Restoration
User Communication & Verification
Incident Classification & Resolution
Major Incident Escalation
Problem & Error Management
Task Assignment & Execution Hardware & Network Installation
Troubleshooting & Diagnostics
User Training & Capacity Building
Hardware Replacement
Fault Repair & System Setup
Software License & Account Management
Backup Management
System Updates & Maintenance
Server & Storage Management
Documentation & Technical Specifications
Data Protection & Disaster Recovery
Storage & Database Planning
Power & Disk Backup
Incident Management & Escalation
Service Restoration
User Communication & Verification
Incident Classification & Resolution
Major Incident Escalation
Problem & Error Management
Task Assignment & Execution","['Machine Learning Engineer', 'C++', 'Technical Documentation', 'Natural Language Processing', 'SQL', 'Tableau', 'Python', 'AWS', 'Azure', 'SAP', 'OracleDB', 'Heroku']",4 to 5 years,['N/A'],"System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",36
AI Engineer,"Machine Learning Design
Data Analysis
Model Training
AI Integration
Innovation
Cross-Functional Collaboration
Model Deployment
Documentation
Analytical Skills
Communication
Team Collaboration Machine Learning Design
Data Analysis
Model Training
AI Integration
Innovation
Cross-Functional Collaboration
Model Deployment
Documentation
Analytical Skills
Communication
Team Collaboration","['Data Analysis', 'Business Analysis', 'Statistical Analysis', 'Regression Analysis', 'Natural Language Processing', 'Machine Learning', 'Numerical Analysis']",,['N/A'],AI Engineer,37
Executive - VAT,"Mushak Forms Maintenance
VAT Software & MS Office Maintenance
VAT Ledger Management
VAT Challan Coordination
Liaison with VAT Office
VAT Documentation
Other Assigned Tasks Mushak Forms Maintenance
VAT Software & MS Office Maintenance
VAT Ledger Management
VAT Challan Coordination
Liaison with VAT Office
VAT Documentation
Other Assigned Tasks","['Data Scientist', 'Machine Learning', 'Python', 'Big Data', 'SQL', 'PySpark', 'Scala', 'Hive', 'Scikit Learn', 'Pandas', 'Matplotlib', 'Natural Language Processing', 'Transformers', 'BERT']",1 to 3 years,['N/A'],Executive - VAT,38
Data Engineer,"Data Platform Design
Data Pipeline Development
ETL Processes
SQL Query Optimization
Data Integration & Transformation
Data Modeling
Stakeholder Collaboration
Data Quality Monitoring
Continuous Learning Data Platform Design
Data Pipeline Development
ETL Processes
SQL Query Optimization
Data Integration & Transformation
Data Modeling
Stakeholder Collaboration
Data Quality Monitoring
Continuous Learning","['CPR & First Aid Certified', 'Proficient in Microsoft Word', 'Basic knowledge of Microsoft PowerPoint and Excel']",5 to 8 years,"['Hammond, LA', 'Covington, LA']",Data Engineer,39
AI Engineer,"Machine Learning Design
Data Analysis
Model Training
AI Integration
Innovation
Cross-Functional Collaboration
Model Deployment
Documentation
Analytical Skills
Communication
Team Collaboration Machine Learning Design
Data Analysis
Model Training
AI Integration
Innovation
Cross-Functional Collaboration
Model Deployment
Documentation
Analytical Skills
Communication
Team Collaboration","['accounts receivable', 'AIA', 'bank reconciliation', 'billing', 'billings', 'budgets', 'daily cash receipts', 'cash flow', 'Consultant', 'Contracts', 'Controller', 'clients', 'financial', 'financial reports', 'financial statements', 'Forms', 'General Ledger', 'general ledger accounts', 'Government', 'insurance', 'meetings', 'excel', 'Microsoft office applications', 'office', 'PowerPoint', 'Pivot tables', 'presentations', 'Prime', 'progress', 'proposals', 'Express', 'reporting', 'spreadsheet', 'tax', 'Timberline']",,"['City, State', 'City, State', 'City, State', 'City, State']",AI Engineer,40
Management Trainee - Mechanical,"Management Trainee
Mechanical Systems
Maintenance & Troubleshooting
Performance Analysis
Project Support
Process Improvement
Training & Development
Administrative Support Management Trainee
Mechanical Systems
Maintenance & Troubleshooting
Performance Analysis
Project Support
Process Improvement
Training & Development
Administrative Support","['Administrative support', 'AP', 'Critical thinking', 'Doors', 'Engineer', 'Senior Management', 'Forms', 'Functional', 'Leadership', 'Machinery', 'Navy', 'Oil', 'Organizational', 'Pearl', 'Personnel', 'Personnel management', 'Pick', 'Problem solving', 'Progress', 'Project management', 'Proposals', 'Quality assurance', 'Repairs', 'Reporting', 'Requirement', 'Switches', 'Time management', 'Troubles', 'Technical review', 'Blueprint understanding', 'Project support', 'Document control', 'Engineering operational functions', 'SharePoint', 'Manufacturing systems integration', 'Team management']",,"['City, State', 'City, State', 'City, State']",Management Trainee - Mechanical,41
Executive/ Sr. Executive -IT,"Hardware & Software Installation
System Monitoring
IT Support
Networking Expertise
Mail Server Administration
Security Management
Troubleshooting & Repair
Operations Support Hardware & Software Installation
System Monitoring
IT Support
Networking Expertise
Mail Server Administration
Security Management
Troubleshooting & Repair
Operations Support","['Neural Networks', 'Python', 'Postgresql', 'Django', 'Microsoft Azure', 'Flask', 'Hive', 'Kafka', 'Business Analysis', 'Machine Learning', 'Deep Learning']",3 to 5 years,['N/A'],Executive/ Sr. Executive -IT,42
Head of Internal Control & Compliance (ICC) - SEVP,"15+ Years Banking Experience
Audit/Inspection/ICC Leadership
Internal Audit & Compliance
Risk-Based Operational Reviews
System-Based Audit Expertise
Knowledge of Bangladeshi Laws 15+ Years Banking Experience
Audit/Inspection/ICC Leadership
Internal Audit & Compliance
Risk-Based Operational Reviews
System-Based Audit Expertise
Knowledge of Bangladeshi Laws","['Lead Development', 'build teams', 'mentor', 'interface with customers and vendors', 'architect end to end', 'Develop products in consumer electronics', 'digital TV', 'industrial automation', 'control systems', 'C', 'C++', 'JAVA', 'JVM', 'Embedded Linux', 'LXC', 'Device Drivers', 'Socs', 'RTOS - OS9', 'VXWorks', 'DVB', 'MPEG', 'H.264', 'HLS', 'MP4', 'JSON', 'REST', 'SOAP', 'XML', 'SNMP', 'TR069', 'Microcontrollers', 'hardware', 'Matlab', 'Octave', 'Mathematical modeling', 'Integrating content protection systems', 'Agile Methodologies', 'Scrum', 'SDLC', 'project planning and management', 'leadership']",At least 15 years,"['City , State', 'City , State', 'City , State']",Head of Internal Control & Compliance (ICC) - SEVP/DMD,43
Data Science Engineer,"Application Development
Object-Oriented Design
Collaboration
Problem-Solving
Software Lifecycle
Innovation
Software Testing
System Analysis
Performance Monitoring
Plugin Development
Documentation
Integration Support Application Development
Object-Oriented Design
Collaboration
Problem-Solving
Software Lifecycle
Innovation
Software Testing
System Analysis
Performance Monitoring
Plugin Development
Documentation
Integration Support","['Python Programming', 'Machine Learning', 'Natural language Processing', 'Numpy', 'NLTK', 'Text Analysis', 'Transformers', 'Series Analysis', 'Conversational AI']",At least 2 years,['N/A'],Data Science Engineer,62
Mechanical Engineer,"Machinery Maintenance
Troubleshooting
Report Preparation
Log Maintenance Machinery Maintenance
Troubleshooting
Report Preparation
Log Maintenance","['C', 'R', 'Catia', 'AutoCAD', 'ANSYS', 'Microsoft office', 'Product Project Management', 'GD&T', 'Minitab', 'Kanban', 'Kaizen', 'FMEA', 'development', 'Toyota production systems', 'APQP', 'PPAP', '8D', '5 why', ""KPI's"", 'Reliability SAE Standards', 'Vehicle ergonomics', 'DVP&R', 'QCC', 'CNC engineering', 'Programming', 'anatomy', 'benchmarking', 'lean manufacturing', 'manufacturing process', 'cost analysis', 'packaging', 'process engineering', 'Product Development', 'surveys', 'validation', 'welding']",2 to 5 years,"['City , State', 'City , State']",Mechanical Engineer,45
Data Engineer,"Data Platform Design
Data Pipeline Development
ETL Processes
SQL Query Optimization
Data Integration & Transformation
Data Modeling
Stakeholder Collaboration
Data Quality Monitoring
Continuous Learning Data Platform Design
Data Pipeline Development
ETL Processes
SQL Query Optimization
Data Integration & Transformation
Data Modeling
Stakeholder Collaboration
Data Quality Monitoring
Continuous Learning","['C/Python', 'R', 'STK', 'CATIA', 'ANSYS', 'LaTeX', 'SolidWorks', 'Microsoft Office', 'Microsoft Project']",5 to 8 years,"['City, State', 'City, State', 'City, State']",Data Engineer,46
Data Engineer,"Data Platform Design
Data Pipeline Development
ETL Processes
SQL Query Optimization
Data Integration & Transformation
Data Modeling
Stakeholder Collaboration
Data Quality Monitoring
Continuous Learning Data Platform Design
Data Pipeline Development
ETL Processes
SQL Query Optimization
Data Integration & Transformation
Data Modeling
Stakeholder Collaboration
Data Quality Monitoring
Continuous Learning","['advertising', 'competitive', 'content', 'contracts', 'customer satisfaction', 'customer service', 'customer support', 'fashion', 'fast', 'functional', 'marketing strategies', 'marketing', 'market', 'marketing material', 'networking', 'payroll', 'progress', 'promotion', 'quality', 'selling', 'sales', 'script', 'strategic', 'telephone', 'phone', 'training manuals']",5 to 8 years,"['City, State', 'City, State', 'City, State', 'City, State']",Data Engineer,47
Civil Engineer,"Design Review
Coordination
Proposal Preparation
Feasibility Analysis
Software Utilization
Supervision
Technical Support
Submission Review
Progress Reporting
Compliance
Site Visits Design Review
Coordination
Proposal Preparation
Feasibility Analysis
Software Utilization
Supervision
Technical Support
Submission Review
Progress Reporting
Compliance
Site Visits","['HTML', 'CSS', 'JavaScript (Angular)', 'Python', 'Git', 'Algorithm Design', 'Technical Writing', 'Data Analysis', 'Interpersonal Communication', 'Patience']",At least 5 years,"['Princeton, NJ', 'Remote', 'Cherry Hill, NJ']",Civil Engineer,48
Machine Learning (ML) Engineer,"Machine Learning Leadership
Cross-Functional Collaboration
Strategy Development
ML/NLP Infrastructure
Prototype Transformation
ML System Design
Algorithm Research
Application Development
Dataset Selection
ML Testing
Statistical Analysis
R&D in ML/NLP
Text Representation
Data Pipeline Design
Statistical Data Analysis
Model Training
Team Collaboration
Research Reporting
Algorithm Analysis Machine Learning Leadership
Cross-Functional Collaboration
Strategy Development
ML/NLP Infrastructure
Prototype Transformation
ML System Design
Algorithm Research
Application Development
Dataset Selection
ML Testing
Statistical Analysis
R&D in ML/NLP
Text Representation
Data Pipeline Design
Statistical Data Analysis
Model Training
Team Collaboration
Research Reporting
Algorithm Analysis","['Generally Accepted Accounting Principles', 'Generally Accepted Auditing Standards', 'Interviewing Techniques', 'Research & Data Gathering', 'Financial Analysis', 'Budget Preparation', 'Accounts Payable/Accounts Receivable', 'Implementing Effective Internal Controls', 'OMB Circular A-133', 'MS Office', 'Quickbooks', 'Accounting', 'Administrative', 'Agency', 'Audit Report', 'Backup', 'Bank Reconciliations', 'Basic', 'Billing', 'Budgets', 'Cash Register', 'Cashier', 'Catalog', 'Clerical', 'Conferences', 'Contracts', 'Client', 'Data Analysis', 'Database', 'Decision-making', 'Direction', 'Documentation', 'Financial', 'Financial Statements', 'Funds', 'Legal', 'Money', 'Policies', 'Processes', 'Video']",At least 5 year(s),"['City, State', 'City, State', 'City, State', 'City, State']",Machine Learning (ML) Engineer,49
Data Science Engineer,"Application Development
Object-Oriented Design
Collaboration
Problem-Solving
Software Lifecycle
Innovation
Software Testing
System Analysis
Performance Monitoring
Plugin Development
Documentation
Integration Support Application Development
Object-Oriented Design
Collaboration
Problem-Solving
Software Lifecycle
Innovation
Software Testing
System Analysis
Performance Monitoring
Plugin Development
Documentation
Integration Support","['MIS reporting', 'Advanced Excel', 'Dashboards', 'Data Analysis', 'SQL', 'MySQL', 'Power Bi', 'Machine Learning', 'Linear Regression', 'Statistical Analysis', 'Clustering', 'NoSQL', 'MongoDB', 'Python', 'EDA', 'Business Intelligence', 'Logistic Regression']",At least 2 years,['N/A'],Data Science Engineer,50
DevOps Engineer,"Open-Source Technologies
CI/CD Culture & Tooling
Product Availability & Scalability
Automation (Build & Deploy)
Monitoring & Reliability
Infrastructure Innovation
Software Engineering Velocity
Infrastructure Resiliency
Security & Data Availability Open-Source Technologies
CI/CD Culture & Tooling
Product Availability & Scalability
Automation (Build & Deploy)
Monitoring & Reliability
Infrastructure Innovation
Software Engineering Velocity
Infrastructure Resiliency
Security & Data Availability",[],At least 3 years,"['Portland, OR', 'Pittsburgh PA']",DevOps Engineer,51
Asst. Manager/ Manger (Administrative),"Administrative Support
Scheduling
Filing & Documentation
Communication
Team Support
Equipment Maintenance
Information Provision
Inventory Management
Team Collaboration
OHS Policy Development
Safety Advice
Risk Assessment
Policy Review
OHS Training
Safety Inspections
Unsafe Act Prevention
Incident Investigation
Report Preparation Administrative Support
Scheduling
Filing & Documentation
Communication
Team Support
Equipment Maintenance
Information Provision
Inventory Management
Team Collaboration
OHS Policy Development
Safety Advice
Risk Assessment
Policy Review
OHS Training
Safety Inspections
Unsafe Act Prevention
Incident Investigation
Report Preparation","['streamline', 'approach', 'balance sheet', 'bonds', 'budgeting', 'business development', 'cash flow', 'clinical research', 'clinical trials', 'com', 'consulting', 'corporate finance', 'CRM', 'database', 'email', 'English', 'equities', 'Fast', 'financials', 'financing', 'financial', 'fundraising', 'funds', 'graphical user interface', 'information systems', 'Innovation', 'inventory', 'marketing', 'network', 'neural', 'next', 'presentations', 'Speaker', 'sales', 'scientific', 'Spanish', 'strategy', 'strategic', 'websites']",At least 5 years,"['City, State', 'City, State', 'City, State']",Asst. Manager/ Manger (Administrative),52
